100003 	 3.6666666666666665
100006 	 2.5
100015 	 2.0
100036 	 3.05
100042 	 3.3333333333333335
100048 	 3.0
100054 	 4.0
100060 	 3.75
100072 	 3.0
100075 	 2.8333333333333335
100081 	 4.0
100087 	 3.0
100093 	 2.7142857142857144
100096 	 3.5
100099 	 4.75
1001 	 2.7
100108 	 3.0510204081632653
100138 	 4.107142857142857
100141 	 3.5
100147 	 4.0
100150 	 3.5
100159 	 3.4935064935064934
100165 	 3.925
100171 	 3.0
100180 	 1.75
100183 	 3.0
100192 	 3.0
100198 	 1.25
100210 	 3.6666666666666665
100222 	 3.0
100240 	 3.6666666666666665
100246 	 3.5
100255 	 2.75
100264 	 2.8333333333333335
100270 	 2.5
100291 	 3.5
100294 	 3.5
100300 	 2.5
100306 	 3.0625
100312 	 4.0
100315 	 4.5
100324 	 1.0
100330 	 4.0
100336 	 3.5
100342 	 3.6818181818181817
100363 	 2.913793103448276
100372 	 3.5
100390 	 2.772300469483568
100393 	 3.5
1004 	 2.6892925430210326
100408 	 3.3333333333333335
100411 	 2.0
100423 	 2.8333333333333335
100426 	 3.6538461538461537
100438 	 2.6818181818181817
100444 	 3.911764705882353
100450 	 3.3369565217391304
100492 	 2.75
100498 	 2.5962732919254656
100507 	 3.006172839506173
100513 	 2.9166666666666665
100519 	 3.75
100534 	 3.5
100540 	 3.0
100564 	 1.5
100567 	 4.0
100570 	 2.5
100579 	 2.3666666666666667
100585 	 3.5
100588 	 2.875
100591 	 2.75
100633 	 3.75
100645 	 3.5
100651 	 3.1666666666666665
1007 	 2.9375
100714 	 3.8861566484517303
100717 	 3.090909090909091
100723 	 2.75
100729 	 2.840909090909091
100741 	 2.5
100756 	 3.5
100810 	 3.1036585365853657
100840 	 3.1666666666666665
100843 	 3.79
100882 	 3.282608695652174
100906 	 2.875
100942 	 3.0
100948 	 3.6666666666666665
100951 	 3.0
101 	 3.786295951605398
1010 	 3.074443141852286
101020 	 1.75
101062 	 2.75
101068 	 3.5
101074 	 3.697674418604651
101086 	 3.0
101104 	 3.3333333333333335
101137 	 3.189873417721519
101146 	 3.0
101158 	 3.6666666666666665
101164 	 3.0
101170 	 3.1538461538461537
101176 	 3.0
101182 	 2.25
101188 	 5.0
101197 	 3.5
101200 	 2.0
101212 	 3.0
101218 	 3.227272727272727
101233 	 2.3333333333333335
101239 	 1.1666666666666667
101245 	 2.75
101260 	 2.6666666666666665
101281 	 3.0754716981132075
101287 	 3.0
101296 	 3.127906976744186
101299 	 4.0
1013 	 3.4163213627992635
101305 	 3.0
101329 	 4.5
101335 	 2.6666666666666665
101341 	 3.5
101350 	 3.4166666666666665
101362 	 3.1411960132890364
101383 	 1.8333333333333333
101398 	 3.5
101413 	 3.4583333333333335
101425 	 3.8461538461538463
101428 	 2.9166666666666665
101431 	 3.5
101446 	 3.0
101458 	 2.1666666666666665
101470 	 3.0
101476 	 3.0833333333333335
101479 	 2.857142857142857
101485 	 2.8333333333333335
101527 	 3.5
101536 	 4.0
101581 	 4.0
101590 	 3.75
101599 	 3.0555555555555554
1016 	 3.122945205479452
101614 	 3.125
101629 	 3.5
101632 	 4.5
101650 	 3.0
101653 	 4.0
101662 	 2.1666666666666665
101674 	 3.1666666666666665
101680 	 3.5
101689 	 3.5
101692 	 2.75
101695 	 1.5
101710 	 3.5
101713 	 3.8
101719 	 3.25
101728 	 0.5
101734 	 2.5
101749 	 3.5
101761 	 2.9
101767 	 4.0
101770 	 3.357142857142857
101782 	 4.0
101803 	 3.0
101812 	 3.5
101827 	 2.5
101833 	 2.75
101848 	 4.0
101857 	 3.8
101872 	 3.0
101878 	 3.5
101884 	 1.75
101887 	 3.25
101893 	 3.0638297872340425
1019 	 3.5478680611423976
101902 	 3.0
101908 	 3.0
101920 	 2.0
101926 	 3.4
101935 	 3.0
101938 	 2.5
101944 	 2.5
101947 	 3.6666666666666665
101962 	 3.8666666666666667
101971 	 3.5357142857142856
101986 	 4.5
101989 	 1.5
102007 	 2.6666666666666665
102025 	 2.25
102028 	 3.625
102037 	 2.125
102049 	 3.25
102058 	 3.15
102064 	 2.25
102070 	 3.261904761904762
102088 	 3.0921052631578947
102103 	 1.0
102109 	 2.75
102115 	 2.7
102121 	 4.0
102127 	 3.5625
102154 	 3.15625
102160 	 3.1463414634146343
102178 	 2.75
102190 	 1.7
102199 	 3.0
1022 	 3.5804109895018987
102208 	 2.5
102217 	 3.99
102235 	 3.125
102250 	 3.0
102265 	 3.0
102280 	 3.3
102286 	 2.7666666666666666
102325 	 4.25
102340 	 4.5
102352 	 3.0
102364 	 1.75
102367 	 3.5
102373 	 2.75
102376 	 4.0
102388 	 1.0
102403 	 2.25
102415 	 3.5
102421 	 3.0
102436 	 2.0
102445 	 3.8143074581430745
102463 	 4.0
102469 	 3.3157894736842106
102481 	 3.0839160839160837
102487 	 2.5
102499 	 3.25
1025 	 3.5565585851142227
102514 	 3.3333333333333335
102517 	 3.642857142857143
102523 	 2.5
102526 	 4.5
102529 	 3.5
102535 	 3.25
102541 	 3.75
102544 	 3.25
102553 	 3.5
102598 	 2.0
102604 	 2.909090909090909
102664 	 3.25
