100000 	 3.7864077669902914
100003 	 3.676767676767677
100006 	 3.8448275862068964
100009 	 3.098901098901099
10001 	 2.8053596614950633
100012 	 3.45
100015 	 3.65
100018 	 3.71875
100021 	 2.94
100024 	 3.707317073170732
100027 	 3.7075718015665795
100030 	 4.134615384615385
100033 	 3.751677852348993
100036 	 3.753012048192771
100039 	 3.8783783783783785
10004 	 3.4
100042 	 3.388888888888889
100045 	 3.7222222222222223
100048 	 4.0
100051 	 3.3703703703703702
100054 	 3.8702702702702703
100057 	 3.05
100060 	 3.424324324324324
100063 	 3.2923976608187133
100066 	 3.746031746031746
100069 	 3.7916666666666665
10007 	 3.880434782608696
100072 	 4.653846153846154
100075 	 4.0
100078 	 2.664285714285714
100081 	 3.7405857740585775
100084 	 3.7142857142857144
100087 	 4.147435897435898
100090 	 3.3666666666666667
100093 	 3.287671232876712
100096 	 4.649122807017544
100099 	 3.8511904761904763
1001 	 3.16044142614601
10010 	 3.59375
100102 	 3.245
100105 	 4.0
100108 	 3.5483870967741935
100111 	 3.743801652892562
100114 	 3.0
100117 	 3.292307692307692
100120 	 3.590909090909091
100123 	 3.7333333333333334
100126 	 3.395
100129 	 3.689655172413793
10013 	 3.381818181818182
100132 	 3.8
100135 	 3.608108108108108
100138 	 3.707112970711297
100141 	 3.627450980392157
100144 	 2.5460992907801416
100147 	 4.125
100150 	 3.406779661016949
100153 	 3.075
100156 	 3.3403141361256545
100159 	 4.186206896551724
10016 	 3.7844827586206895
100162 	 3.2
100165 	 2.9497153700189753
100168 	 4.42
100171 	 3.183673469387755
100174 	 2.92
100177 	 3.5727272727272728
100180 	 4.0
100183 	 4.163265306122449
100186 	 2.5806451612903225
100189 	 3.9927536231884058
10019 	 3.627450980392157
100192 	 3.3666666666666667
100195 	 3.213197969543147
100198 	 3.9166666666666665
100201 	 3.126491646778043
100204 	 2.966666666666667
100207 	 2.485148514851485
100210 	 3.7323232323232323
100213 	 3.373612823674476
100216 	 4.171304347826087
100219 	 3.9
10022 	 3.213953488372093
100222 	 2.9722222222222223
100225 	 3.475
100228 	 3.7016806722689077
100231 	 4.225806451612903
100234 	 3.8846153846153846
100237 	 2.8385093167701863
100240 	 4.2023809523809526
100243 	 4.204545454545454
100246 	 3.7517241379310344
100249 	 3.6708333333333334
10025 	 3.3684210526315788
100252 	 4.129032258064516
100255 	 2.982142857142857
100258 	 3.888888888888889
100261 	 4.4297385620915035
100264 	 3.8484848484848486
100267 	 4.026315789473684
100270 	 4.381165919282512
100273 	 2.963871543264942
100276 	 3.9816176470588234
100279 	 3.9642857142857144
10028 	 3.391304347826087
100282 	 4.222383720930233
100285 	 4.2682926829268295
100288 	 3.1415929203539825
100291 	 4.04
100294 	 3.788135593220339
100297 	 4.104166666666667
100300 	 3.25
